id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
240,仁恒翠竹园,雨花台,486,42409元/平米,2室2厅1厨2卫,低楼层 (共11层),114.6㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,有,70年,2019-06-27,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
241,百家湖国际花园,江宁,299,23776元/平米,3室2厅1厨2卫,低楼层 (共31层),125.76㎡,平层,103㎡,塔楼,南 北,钢混结构,精装,三梯八户,有,70年,2019-12-25,商品房,2019-12-27,普通住宅,未满两年,共有,"
                                有抵押 1万元 业主自还
                              ",已上传房本照片
242,爱达花园兰花园,建邺,225,28766元/平米,2室2厅1厨1卫,中楼层 (共7层),78.22㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,70年,2019-06-30,房改房,2016-10-01,普通住宅,满两年,共有,"
                                有抵押 100万元 邮政银行 客户偿还
                              ",已上传房本照片
243,碧水家园,溧水,31,10334元/平米,1室0厅1厨1卫,高楼层 (共6层),30㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,无,70年,2019-12-22,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
244,银城花园北片,鼓楼,280,60138元/平米,2室1厅1厨1卫,高楼层 (共7层),46.56㎡,平层,暂无数据,板楼,南 北,砖混结构,精装,一梯两户,无,70年,2019-03-24,房改房,2016-03-02,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
245,文化名园,江宁,306,30349元/平米,3室2厅1厨1卫,低楼层 (共18层),100.83㎡,平层,80.63㎡,板楼,南 北,钢混结构,精装,两梯三户,有,70年,2019-10-30,商品房,2014-11-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
246,老友记公寓,秦淮,48,17778元/平米,1室1厅1厨1卫,高楼层 (共8层),27㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯十八户,有,70年,2019-07-01,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
247,富丽山庄,秦淮,158,32062元/平米,2室2厅1厨1卫,中楼层 (共7层),49.28㎡,暂无数据,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,70年,2019-10-16,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
248,雅居乐花园,秦淮,330,42346元/平米,2室1厅1厨1卫,中楼层 (共11层),77.93㎡,平层,暂无数据,板塔结合,东 南,钢混结构,简装,三梯十七户,有,65年,2019-06-28,商品房,2012-05-10,普通住宅,满五年,共有,"
                                有抵押 50万元
                              ",已上传房本照片
249,幸福美地花园,浦口,153,20132元/平米,2室2厅1厨1卫,中楼层 (共24层),76㎡,平层,暂无数据,塔楼,南 北,砖混结构,精装,四梯八户,有,70年,2019-12-20,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                有抵押 15万元
                              ",未上传房本照片
250,小市村,鼓楼,137,27903元/平米,2室1厅1厨1卫,高楼层 (共4层),49.1㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯一户,无,70年,2020-01-03,房改房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
251,莲花嘉园,建邺,200,23810元/平米,3室1厅1厨1卫,高楼层 (共30层),84㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,二十梯五户,有,70年,2019-09-15,动迁安置房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
252,新城市广场,鼓楼,238,44107元/平米,3室1厅1厨1卫,高楼层 (共18层),53.96㎡,复式,暂无数据,塔楼,西,钢混结构,简装,三梯十六户,有,70年,2020-01-12,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                有抵押 30万元 30 客户偿还
                              ",未上传房本照片
253,九龙洼,六合,88,17600元/平米,2室1厅1厨1卫,低楼层 (共6层),50㎡,平层,暂无数据,暂无数据,南 北,未知结构,其他,一梯两户,暂无数据,70年,2020-01-20,房改房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片
254,东方万汇尊邸,浦口,65,14696元/平米,1室1厅1厨1卫,高楼层 (共31层),44.23㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,两梯十四户,有,40年,2019-10-29,商品房,暂无数据,酒店式公寓,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
255,湖西村小区,建邺,156,26101元/平米,3室1厅1厨1卫,高楼层 (共6层),59.77㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,70年,2019-10-22,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
256,东郊小镇第五街区,江宁,167,20782元/平米,2室1厅1厨1卫,中楼层 (共6层),80.36㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,70年,2019-11-22,商品房,2014-10-22,普通住宅,满五年,非共有,"
                                有抵押 17万元 农行 客户偿还
                              ",已上传房本照片
257,扬子十六村,六合,108,18621元/平米,2室1厅1厨1卫,高楼层 (共6层),58㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,未知,2019-12-17,房改房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
258,奥克斯钟山府,玄武,422,47067元/平米,3室1厅1厨1卫,低楼层 (共11层),89.66㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,70年,2018-08-24,商品房,2017-09-18,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
259,盈家春天,江宁,190,23000元/平米,3室1厅1厨1卫,低楼层 (共18层),82.61㎡,平层,暂无数据,板楼,南 西,钢混结构,简装,两梯八户,有,70年,2018-06-02,商品房,2004-05-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
260,香山美墅,江宁,412,34245元/平米,3室1厅1厨2卫,中楼层 (共5层),120.31㎡,平层,109.32㎡,板楼,南 北,砖混结构,精装,一梯两户,无,70年,2018-11-11,商品房,2012-10-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
261,奥体新城丹枫园,建邺,550,52672元/平米,3室2厅1厨1卫,中楼层 (共11层),104.42㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,70年,2019-12-21,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
262,金阜雅苑,鼓楼,350,35212元/平米,3室2厅1厨1卫,低楼层 (共27层),99.4㎡,平层,75.88㎡,板楼,南 西 北,钢混结构,精装,两梯四户,有,70年,2019-08-02,房改房,2015-01-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
263,金阜雅苑,鼓楼,380,38867元/平米,2室1厅1厨1卫,中楼层 (共26层),97.77㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,70年,2019-12-13,房改房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
264,城市之光大厦,江宁,100,18417元/平米,1室1厅1厨1卫,中楼层 (共30层),54.3㎡,平层,暂无数据,塔楼,西北,钢混结构,精装,八梯五十七户,有,65年,2019-09-24,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押
                              ",未上传房本照片
265,燕歌园4园,栖霞,95,19629元/平米,1室1厅1厨1卫,中楼层 (共32层),48.4㎡,平层,暂无数据,板楼,南,钢混结构,简装,二十梯九户,有,70年,2019-09-17,经济适用房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
266,威尼斯水城第七街区,浦口,235,18310元/平米,3室2厅1厨2卫,中楼层 (共27层),128.35㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,2019-10-27,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
267,国信阅景龙华,浦口,245,17656元/平米,3室2厅1厨2卫,低楼层 (共11层),138.77㎡,平层,119.79㎡,板楼,南,钢混结构,简装,一梯两户,有,70年,2019-08-25,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 210万元 民生银行 客户偿还
                              ",未上传房本照片
268,瑞金北村,秦淮,288,46633元/平米,2室1厅1厨1卫,中楼层 (共7层),61.76㎡,平层,暂无数据,板楼,东 西,砖混结构,简装,一梯两户,有,70年,2019-10-07,房改房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
269,东郊小镇第八街区,江宁,102,24933元/平米,2室1厅1厨1卫,高楼层 (共9层),40.91㎡,复式,暂无数据,板塔结合,西北,钢混结构,精装,两梯二十九户,有,70年,2019-01-26,商品房,2017-03-08,普通住宅,满两年,非共有,"
                                有抵押 30万元 客户偿还
                              ",已上传房本照片
270,太平门东街,玄武,248,36709元/平米,3室1厅1厨1卫,低楼层 (共6层),67.56㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,70年,2019-11-20,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
271,荣城中苑,六合,118,14245元/平米,2室1厅1厨1卫,中楼层 (共19层),82.84㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯三户,有,70年,2020-01-15,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                有抵押 50万元
                              ",未上传房本照片
272,荣城中苑,六合,135,14931元/平米,3室2厅1厨1卫,中楼层 (共18层),90.42㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,十二梯三户,有,70年,2019-12-05,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 30万元
                              ",未上传房本照片
273,后标营,秦淮,162,33028元/平米,2室1厅1厨1卫,高楼层 (共6层),49.05㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯三户,无,70年,2019-11-22,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
274,永欣新寓文竹苑,江宁,76,11177元/平米,2室1厅1厨1卫,高楼层 (共7层),68㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,简装,一梯两户,无,70年,2019-05-18,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
275,怡景花园,鼓楼,539,85760元/平米,2室1厅1厨1卫,中楼层 (共26层),62.85㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯八户,有,70年,2019-12-25,动迁安置房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
276,萨家湾,鼓楼,140,26169元/平米,2室1厅1厨1卫,中楼层 (共9层),53.5㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,无,70年,2019-08-26,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
